run	ms
1	453
2	375
3	364
4	340
5	356
6	347
7	358
8	334
9	311
10	302
11	310
12	316
13	316
14	338
15	302
16	308
17	321
18	311
19	313
20	305
21	331
22	303
23	314
24	334
25	298
26	371
27	281
28	296
29	281
30	306
31	293
32	289
33	275
34	288
35	278
36	300
37	275
38	296
39	275
40	290
41	299
42	288
43	404
44	543
45	274
46	268
47	281
48	278
49	362
50	318
51	295
52	302
53	294
54	291
55	278
56	302
57	291
58	312
59	284
60	276
61	265
62	332
63	291
64	308
65	298
66	291
67	327
68	283
69	328
70	279
71	303
72	334
73	289
74	293
75	323
76	311
77	327
78	314
79	299
80	319
81	300
82	300
83	334
84	500
85	268
86	308
87	292
88	283
89	247
90	258
91	275
92	258
93	270
94	258
95	308
96	278
97	285
98	272
99	287
100	268
101	563
102	276
103	271
104	242
105	260
106	254
107	313
108	239
109	245
110	251
111	283
112	291
113	250
114	237
115	261
116	253
117	286
118	260
119	241
120	287
121	254
122	256
123	256
124	245
125	257
126	262
127	573
128	267
129	269
130	273
131	275
132	252
133	252
134	263
135	264
136	831
137	257
138	262
139	245
140	261
141	245
142	249
143	258
144	255
145	266
146	284
147	288
148	251
149	267
150	1173
151	685
152	1464
153	269
154	247
155	255
156	251
157	268
158	261
159	293
160	314
161	259
162	255
163	1172
164	320
165	333
166	340
167	339
168	340
169	288
170	312
171	323
172	293
173	277
174	282
175	267
176	305
177	262
178	270
179	292
180	271
181	250
182	258
183	273
184	255
185	261
186	269
187	304
188	263
189	294
190	274
191	258
192	274
193	272
194	271
195	257
196	272
197	269
198	253
199	270
200	270
201	257
202	252
203	258
204	275
205	273
206	264
207	271
208	262
209	270
210	271
211	279
212	247
213	261
214	279
215	249
216	268
217	270
218	293
219	280
220	334
221	265
222	279
223	1623
224	253
225	286
226	297
227	267
228	256
229	257
230	247
231	263
232	296
233	281
234	291
235	262
236	287
237	265
238	284
239	259
240	266
241	262
242	265
243	282
244	318
245	271
246	314
247	395
248	276
249	299
250	278
251	3050
252	337
253	283
254	335
255	309
256	341
257	286
258	294
259	11003
260	343
261	860
262	387
263	421
264	411
265	266
266	256
267	393
268	274
269	361
270	320
271	276
272	300
273	291
274	315
275	288
276	276
277	519
278	291
279	293
280	294
281	275
282	284
283	241
284	259
285	260
286	303
287	259
288	255
289	250
290	266
291	309
292	263
293	249
294	269
295	242
296	289
297	296
298	248
299	267
300	257
301	274
302	259
303	280
304	263
305	278
306	303
307	276
308	695
309	260
310	251
311	291
312	292
313	266
314	368
315	310
316	288
317	287
318	348
319	306
320	315
321	361
322	357
323	352
324	363
325	314
326	322
327	332
328	329
329	325
330	298
331	355
332	324
333	556
334	275
335	289
336	268
337	276
338	336
339	345
340	328
341	313
342	276
