run	ms
799	55
800	66
801	58
802	55
803	56
804	55
805	56
806	64
807	60
808	62
809	61
810	60
811	57
812	61
813	56
814	57
815	62
816	63
817	63
818	61
819	59
820	58
821	59
822	59
823	56
824	56
825	57
826	55
827	56
828	56
829	56
830	56
831	56
832	64
833	68
834	57
835	56
836	62
837	61
838	63
839	78
840	77
841	63
842	59
843	57
844	59
845	60
846	60
847	58
848	55
849	55
850	55
851	58
852	62
853	57
854	57
855	61
856	60
857	57
858	62
859	75
860	61
861	55
862	64
863	64
864	56
865	62
866	63
867	67
868	58
869	69
870	57
871	56
872	59
873	63
874	60
875	55
876	60
877	65
878	70
879	56
880	57
881	63
882	61
883	56
884	55
885	59
886	61
887	55
888	55
889	61
890	100
891	57
892	56
893	56
894	61
895	54
896	58
897	56
898	66
899	68
900	62
901	55
902	55
903	61
904	68
905	65
906	67
907	59
908	56
909	56
910	57
911	62
912	62
913	59
914	58
915	55
916	71
917	67
918	64
919	69
920	65
921	62
922	68
923	67
924	63
925	57
926	56
927	59
928	57
929	63
930	67
931	78
932	62
933	57
934	55
935	55
936	57
937	55
938	56
939	57
940	57
941	67
942	56
943	58
944	62
945	66
946	66
947	58
948	62
949	65
950	65
951	58
952	64
953	67
954	69
955	70
956	69
957	73
958	83
959	69
960	60
961	63
962	61
963	62
964	64
965	61
966	71
967	74
968	65
969	70
970	76
971	59
972	58
973	55
974	61
975	61
976	59
977	56
978	56
979	55
980	55
981	55
982	60
983	68
984	64
985	66
986	58
987	55
988	62
989	60
990	66
991	60
992	77
993	59
994	62
995	62
996	59
997	57
998	56
999	61
1000	62
