run	ms
1	595
2	411
3	414
4	421
5	363
6	366
7	390
8	383
9	317
10	342
11	362
12	344
13	293
14	350
15	330
16	356
17	317
18	365
19	329
20	321
21	328
22	473
23	323
24	391
25	320
26	302
27	342
28	346
29	340
30	363
31	359
32	356
33	424
34	315
35	324
36	804
37	561
38	324
39	356
40	346
41	312
42	356
43	330
44	290
45	289
46	354
47	323
48	311
49	323
50	614
51	329
52	298
53	319
54	403
55	302
56	309
57	298
58	302
59	331
60	318
61	359
62	356
63	332
64	345
65	346
66	354
67	437
68	541
69	464
70	397
71	388
72	339
73	332
74	435
75	363
76	313
77	318
78	324
79	316
80	333
81	330
82	324
83	376
84	333
85	315
86	336
87	370
88	311
89	316
90	295
91	340
92	297
93	328
94	351
95	336
96	318
97	311
98	310
99	304
100	307
101	314
102	308
103	509
104	308
105	322
106	332
107	305
108	324
109	312
110	337
111	326
112	346
113	290
114	296
115	326
116	291
117	279
118	322
119	352
120	313
121	572
122	339
123	502
124	328
125	300
126	332
127	313
128	327
129	289
130	300
131	308
132	311
133	301
134	293
135	323
136	379
137	471
138	382
139	562
140	445
141	351
142	319
143	291
144	295
145	305
146	311
147	304
148	300
149	347
150	320
151	344
152	312
153	626
154	322
155	302
156	352
157	298
158	300
159	317
160	331
161	324
162	310
163	354
164	308
165	297
166	339
167	363
168	304
169	331
170	298
171	322
172	299
173	316
174	301
175	296
176	327
177	307
178	315
179	336
180	326
181	300
182	304
183	357
184	302
185	287
186	295
187	286
188	295
189	304
190	378
191	309
192	324
193	490
194	341
195	293
196	303
197	293
198	323
199	288
200	295
201	373
202	306
203	290
204	322
205	317
206	316
207	305
208	295
209	296
210	394
211	290
212	353
213	307
214	343
215	416
216	305
217	328
218	369
219	299
220	302
221	308
222	320
223	287
224	436
225	390
226	326
227	338
228	313
229	297
230	357
231	284
232	280
233	325
234	375
235	294
236	306
237	288
238	474
239	386
240	391
241	321
242	331
243	343
244	330
245	402
246	321
247	311
248	314
249	319
250	383
251	299
252	356
253	468
254	348
255	299
256	283
257	284
258	362
259	306
260	359
261	308
262	284
263	274
264	298
265	305
266	298
267	316
268	313
269	284
270	294
271	298
272	302
273	282
274	287
275	293
276	297
277	325
278	282
279	294
280	298
281	303
282	297
283	289
284	305
285	319
286	292
287	293
288	285
289	300
290	294
291	288
292	303
293	285
294	314
295	296
296	306
297	492
298	301
299	308
300	354
301	322
302	307
303	332
304	327
305	392
306	316
307	313
308	360
309	288
310	319
311	319
312	307
313	344
314	305
315	293
316	372
317	318
318	302
319	302
320	314
321	390
322	343
323	349
324	312
325	401
326	407
327	291
328	286
329	316
330	299
331	301
332	303
333	367
334	455
335	434
336	385
337	319
338	383
339	343
340	338
341	314
342	296
343	309
344	307
345	325
346	334
347	300
348	307
349	282
350	305
351	302
352	296
353	289
354	303
355	332
356	290
357	295
358	304
359	306
360	307
361	301
362	285
363	294
364	308
365	314
366	292
367	290
368	308
369	322
370	312
371	292
372	310
373	353
374	333
375	322
376	308
377	367
378	328
379	282
380	288
381	314
382	297
383	412
384	359
385	422
386	314
387	297
388	418
389	371
390	293
391	305
392	298
393	377
394	336
395	324
396	300
397	328
398	319
399	307
400	327
401	301
402	360
403	335
404	355
405	310
406	313
407	355
408	317
409	297
410	291
411	336
412	295
413	308
414	385
415	348
416	317
417	313
418	423
419	291
420	322
421	311
422	308
423	309
424	313
425	319
426	300
427	305
428	346
429	342
430	426
431	451
432	360
433	409
434	324
435	340
436	311
437	334
438	330
439	298
440	309
441	328
442	309
443	301
444	310
445	313
446	339
447	435
448	316
449	330
450	356
451	336
452	321
453	312
454	327
455	317
456	328
457	326
458	327
459	302
460	338
461	345
462	375
463	334
464	320
465	319
466	359
467	314
468	341
469	310
470	325
471	323
472	300
473	330
474	361
475	342
476	364
477	392
478	448
479	311
480	305
481	479
482	348
483	302
484	310
485	307
486	302
487	509
488	304
489	327
490	317
491	362
492	293
493	320
494	312
495	314
496	374
497	309
498	336
499	324
500	368
501	325
502	309
503	318
504	317
505	323
506	305
507	308
508	393
509	333
510	369
511	401
512	386
513	318
514	326
515	320
516	345
517	339
518	312
519	346
520	362
521	556
522	1750
523	329
524	301
525	312
526	308
527	328
528	338
529	346
530	546
531	324
532	329
533	322
534	359
535	338
