run	ms
774	536
775	650
776	505
777	581
778	541
779	471
780	459
781	466
782	814
783	435
784	485
785	416
786	468
787	434
788	471
789	482
790	491
791	483
792	481
793	497
794	481
795	519
796	444
797	505
798	711
799	947
800	788
801	565
802	553
803	600
804	515
805	554
806	525
807	619
808	558
809	519
810	555
811	710
812	643
813	495
814	435
815	457
816	506
817	498
818	512
819	448
820	499
821	517
822	755
823	664
824	473
825	463
826	584
827	747
828	706
829	622
830	525
831	567
832	604
833	761
834	497
835	433
836	528
837	923
838	485
839	473
840	477
841	491
842	500
843	446
844	498
845	516
846	464
847	546
848	543
849	517
850	596
851	438
852	484
853	795
854	1138
855	1154
856	3531
857	642
858	500
859	484
860	472
861	562
862	642
863	491
864	582
865	1319
866	548
867	460
868	477
869	611
870	577
871	1015
872	458
873	512
874	537
875	592
876	635
877	513
878	646
879	490
880	466
881	575
882	973
883	526
884	524
885	572
886	478
887	520
888	477
889	496
890	463
891	538
892	486
893	487
894	540
895	511
896	674
897	1437
898	962
899	558
900	592
901	533
902	620
903	515
904	885
905	501
906	532
907	493
908	549
909	814
910	488
911	509
912	505
913	483
914	517
915	574
916	535
917	555
918	494
919	472
920	494
921	478
922	590
923	486
924	589
925	564
926	463
927	496
928	452
929	552
930	496
931	514
932	494
933	489
934	467
935	539
936	524
937	538
938	535
939	785
940	586
941	534
942	579
943	559
944	582
945	580
946	472
947	1309
948	518
949	468
950	614
951	526
952	525
953	513
954	518
955	471
956	465
957	847
958	554
959	469
960	573
961	533
962	445
963	482
964	492
965	540
966	485
967	461
968	430
969	494
970	571
971	488
972	635
973	430
974	435
975	446
976	888
977	421
978	438
979	447
980	454
981	502
982	466
983	481
984	559
985	490
986	564
987	449
988	426
989	416
990	468
991	443
992	435
993	449
994	599
995	431
996	440
997	542
998	474
999	460
1000	516
